,name,salary_from,salary_to,salary_currency,area_name,published_at
299,Аналитик качества данных,,,,Санкт-Петербург,2022-12-23T10:19:32+0300
300,Специалист сервисного центра,28000.0,35000.0,RUR,Минусинск,2022-12-23T10:54:30+0300
301,Инженер-электроник в бюро систем передачи данных,39000.0,,RUR,Казань,2022-12-23T11:28:39+0300
302,Разработчик BI,,,,Москва,2022-12-23T09:56:56+0300
303,Механик,170000.0,,RUR,Иркутск,2022-12-23T04:53:08+0300
304,Техник-инсталлятор радиооборудования,,,,Алматы,2022-12-23T11:03:50+0300
305,Графический дизайнер,,,,Ташкент,2022-12-23T08:22:24+0300
306,Системный аналитик 1C,,,,Санкт-Петербург,2022-12-23T09:10:22+0300
307,Инсталлятор,45000.0,,RUR,Новокузнецк,2022-12-23T11:40:38+0300
308,Руководитель (Администратор) проектов стрима «Развитие партнерских проектов и небанковских сервисов»,,,,Москва,2022-12-23T11:15:40+0300
309,Java-разработчик,,,,Москва,2022-12-23T10:09:22+0300
310,Менеджер ИТ инфраструктуры,,,,Москва,2022-12-23T09:27:15+0300
311,Графический дизайнер (маркетплейс),,,,Краснодар,2022-12-23T10:44:25+0300
312,Дизайнер,,,,Красная Поляна,2022-12-23T11:22:16+0300
313,Инженер по расчетам и режимам,50000.0,50000.0,RUR,Москва,2022-12-23T09:43:41+0300
314,"ИТ-инженер по сопровождению в дивизион ""Цифровой корпоративный Банк""",,,,Хабаровск,2022-12-23T09:41:07+0300
315,Начинающий специалист по обслуживанию банкоматов,28000.0,50000.0,RUR,Оренбург,2022-12-23T10:52:13+0300
316,Дизайнер,100000.0,,RUR,Москва,2022-12-23T10:30:58+0300
317,Специалист по видеонаблюдению,50000.0,,RUR,Нестеров,2022-12-23T11:02:49+0300
318,Токарь-универсал,117000.0,,RUR,Пермь,2022-12-23T09:55:22+0300
319,Руководитель отдела сервиса,,,,Алматы,2022-12-23T11:44:04+0300
320,Разработчик банковского ПО,100000.0,,RUR,Челябинск,2022-12-23T06:32:50+0300
321,Менеджер проектов BD,,,,Москва,2022-12-23T11:53:42+0300
322,Старший инженер сетевой инфраструктуры,,,,Хабаровск,2022-12-23T05:04:59+0300
323,Специалист по сопровождению информационных систем,,,,Хабаровск,2022-12-23T09:47:20+0300
324,Java разработчик ( Трайб Credit Cards),,,,Москва,2022-12-23T09:26:57+0300
325,Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Москва,2022-12-23T09:46:10+0300
326,Программист 1С,80000.0,,RUR,Барнаул,2022-12-23T09:58:45+0300
327,Инженер технической поддержки,50000.0,55000.0,RUR,Артем,2022-12-23T09:57:40+0300
328,Графический дизайнер,,,,Щелково,2022-12-23T10:21:11+0300
329,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Кострома,2022-12-23T10:24:31+0300
330,Копирайтер,3000000.0,5000000.0,UZS,Ташкент,2022-12-23T08:19:27+0300
331,Инженер-программист С++,120000.0,,RUR,Москва,2022-12-23T10:26:29+0300
332,Ночной специалист службы поддержки в Yandex Cloud,64800.0,81000.0,RUR,Воронеж,2022-12-23T10:24:30+0300
333,Backend developer RoR,150000.0,200000.0,RUR,Екатеринбург,2022-12-23T08:47:07+0300
334,Начальник Службы спецтранспорта,310000.0,310000.0,KZT,Жезказган,2022-12-23T05:58:06+0300
335,Project manager,,100000.0,RUR,Москва,2022-12-23T11:06:01+0300
336,Ночной специалист службы поддержки в Yandex Cloud,64800.0,81000.0,RUR,Ростов-на-Дону,2022-12-23T10:24:28+0300
337,Механик полиметаллической обогатительной фабрики,,,,Караганда,2022-12-23T07:46:56+0300
338,"Главный специалист по поддержке пользователей (1,5 линия)",,,,Москва,2022-12-23T09:47:39+0300
339,Senior Product Manager,,300000.0,RUR,Москва,2022-12-23T08:49:19+0300
340,Менеджер проектов,15000.0,40000.0,RUR,Тольятти,2022-12-23T10:45:23+0300
341,Аналитик данных (Департамент закупок),80000.0,80000.0,RUR,Челябинск,2022-12-23T06:24:47+0300
342,Инженер-электроник,,,,Самара,2022-12-23T11:09:58+0300
343,Junior Digital Manager (IVK Media),,65000.0,RUR,Москва,2022-12-23T11:22:10+0300
344,Разработчик программного обеспечения (Ментор - ассистент),,,,Ташкент,2022-12-23T09:50:24+0300
345,Главный механик,100000.0,,RUR,Нижний Новгород,2022-12-23T11:07:09+0300
346,"Тестировщик (web, автоматизация)",,,,Владивосток,2022-12-23T06:08:55+0300
347,Оператор лазерного станка с ЧПУ,50000.0,,RUR,Барнаул,2022-12-23T06:34:58+0300
348,Программист SQL,,,,Минск,2022-12-23T11:00:50+0300
349,Наладчик КИПиА,,,,Сосновый Бор (Ленинградская область),2022-12-23T10:44:42+0300
350,Дизайнер,35000.0,52000.0,RUR,Воронеж,2022-12-23T08:05:19+0300
351,Слесарь-сборщик авиационных приборов,,65000.0,RUR,Москва,2022-12-23T11:50:13+0300
352,Программист веб-ресурсов,80000.0,100000.0,RUR,Владивосток,2022-12-23T05:54:10+0300
353,Старший механик,150000.0,,RUR,Чита,2022-12-23T07:52:14+0300
354,QA Team Lead,,,,Минск,2022-12-23T09:45:34+0300
355,Стажер / ученик токаря-карусельщика,,,,Сафоново,2022-12-23T11:03:58+0300
356,Механик,200000.0,,KZT,Шымкент,2022-12-23T07:31:36+0300
357,Дизайнер группы текстиль,,,,Москва,2022-12-23T11:07:29+0300
358,Контролер технического состояния транспортных средств (ТС),40000.0,43000.0,RUR,Пермь,2022-12-23T06:30:15+0300
359,Senior Front-end developer,,,,Москва,2022-12-23T10:28:18+0300
360,Фрезеровщик с ЧПУ (токарь-расточник с ЧПУ),110000.0,200000.0,RUR,Екатеринбург,2022-12-23T09:42:02+0300
361,Аналитик,,,,Курск,2022-12-23T08:53:47+0300
362,Руководитель направления аналитики (RuStore),,,,Москва,2022-12-23T10:10:09+0300
363,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Тула,2022-12-23T10:24:34+0300
364,Бизнес-аналитик,,,,Санкт-Петербург,2022-12-23T09:08:05+0300
365,Системный администратор,44000.0,44000.0,RUR,Тюмень,2022-12-23T08:20:31+0300
366,Начальник отдела информационных технологий (IT-директор),,,,Краснодар,2022-12-23T10:23:34+0300
367,Программист-стажер 1С,,,,Санкт-Петербург,2022-12-23T11:42:01+0300
368,Веб-аналитик,,,,Москва,2022-12-23T10:53:16+0300
369,Game Designer / Геймдизайнер,,,,Новосибирск,2022-12-23T06:53:58+0300
370,System Analyst,150000.0,230000.0,RUR,Москва,2022-12-23T08:53:46+0300
371,Сервисный инженер,,,,Курск,2022-12-23T10:30:18+0300
372,Системный аналитик на автоматизацию отчетности,,,,Москва,2022-12-23T09:30:04+0300
373,Аналитик,,,,Москва,2022-12-23T10:24:00+0300
374,Программист 1C,120000.0,,RUR,Ижевск,2022-12-23T08:33:52+0300
375,Специалист по информационным технологиям,,,,Нижний Новгород,2022-12-23T10:20:46+0300
376,Project Manager,,,,Санкт-Петербург,2022-12-23T11:46:50+0300
377,Web-дизайнер,80000.0,100000.0,RUR,Москва,2022-12-23T10:43:30+0300
378,Линейный механик,,,,Новосибирск,2022-12-23T11:35:38+0300
379,Программист 1С,80000.0,,RUR,Красноярск,2022-12-23T04:57:14+0300
380,Бизнес-аналитик (Культура и бизнес),,,,Москва,2022-12-23T10:32:15+0300
381,Аналитик продукта FBA,,,,Москва,2022-12-23T11:21:00+0300
382,Менеджер проектов,,,,Томск,2022-12-23T11:46:50+0300
383,Инженер по телефонии,,,,Алматы,2022-12-23T10:56:58+0300
384,Дизайнер,40000.0,40000.0,RUR,Киров (Кировская область),2022-12-23T11:38:00+0300
385,Ведущий программист 1С ERP,200000.0,350000.0,RUR,Москва,2022-12-23T09:23:46+0300
386,Аналитик Управления информационных технологий,40000.0,,RUR,Красногорск,2022-12-23T10:47:32+0300
387,Ведущий инженер (администратор средств защиты информации),,,,Красноярск,2022-12-23T09:12:24+0300
388,Системный администратор,100000.0,120000.0,RUR,Москва,2022-12-23T11:48:44+0300
389,Наждачник,,,,Мытищи,2022-12-23T10:18:26+0300
390,Наладчик оборудования и автоматики,58000.0,58000.0,RUR,Бийск,2022-12-23T05:12:15+0300
391,Скоринг-аналитик / Data scientist / Аналитик (скоринг),,,,Москва,2022-12-23T10:11:50+0300
392,Наждачник,,,,Москва,2022-12-23T10:18:26+0300
393,Мастер по ремонту техники (цифровой и бытовой),80000.0,100000.0,RUR,Красноярск,2022-12-23T10:38:39+0300
394,Полировщик,,,,Калуга,2022-12-23T11:02:44+0300
395,Дежурный инженер,,62000.0,RUR,Зеленоград,2022-12-23T11:22:06+0300
396,Category Manager / Senior Category Manager,,,,Москва,2022-12-23T10:53:28+0300
397,Копирайтер-журналист,25000.0,35000.0,RUR,Адлер,2022-12-23T08:44:26+0300
